"","study_type","study_id","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","prop_female","own_mother","isMeta","isRep","mean_agec","unique","yi","vi","sei","lo","hi","pval","affirm","studyTypePretty","sourcePretty"
"46","MB","chosunbaby","ManyBabies Consortium (2020)",298.550724637681,"9-12 mo",19,0.553036017628602,0.109287484694665,"korean",0,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,12.8579852230747,"chosunbaby, #3",0.553036017628602,0.109287484694665,0.330586576700665,-0.0949017664770886,1.20097380173429,0.0943483337492064,FALSE,"Replications","Replications"
"47","MB","cogdevlabbyu","ManyBabies Consortium (2020)",134.147058823529,"3-6 mo",18,-0.209185165573892,0.111718867131891,"english",1,"non-typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,-0.842320261437909,"cogdevlabbyu, #1",-0.209185165573892,0.111718867131891,0.334243724147352,-0.864290826961244,0.445920495813459,0.531415823528225,FALSE,"Replications","Replications"
"48","MB","cogdevlabbyu","ManyBabies Consortium (2020)",195.916666666667,"6-9 mo",10,0.0240859467300857,0.200014503320747,"english",1,"non-typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,4.30514705882353,"cogdevlabbyu, #2",0.0240859467300857,0.200014503320747,0.447229810411546,-0.85246837448922,0.900640267949392,0.957050003013745,FALSE,"Replications","Replications"
"49","MB","dcnlabtennessee","ManyBabies Consortium (2020)",405.932203389831,"12-15 mo",13,0.537298205539068,0.159397872339914,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,21.8064417857539,"dcnlabtennessee, #1",0.537298205539068,0.159397872339914,0.39924663096877,-0.245210812108675,1.31980722318681,0.178373417077266,FALSE,"Replications","Replications"
"50","MB","earlysocogfm","ManyBabies Consortium (2020)",226.265306122449,"6-9 mo",13,-0.210580615931752,0.154698926842427,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.83420034680539,"earlysocogfm, #1",-0.210580615931752,0.154698926842427,0.393317844551232,-0.98146942572909,0.560308193865585,0.592376380281848,FALSE,"Replications","Replications"
"51","MB","earlysocogfm","ManyBabies Consortium (2020)",314.8125,"9-12 mo",12,0.508800297860568,0.172059952981313,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,14.2131331699346,"earlysocogfm, #2",0.508800297860568,0.172059952981313,0.41480110050639,-0.304194919879536,1.32179551560067,0.219968193562171,FALSE,"Replications","Replications"
"52","MB","escompicbsleipzig","ManyBabies Consortium (2020)",155.041095890411,"3-6 mo",13,0.14265281736142,0.154237496659638,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.898849494135552,"escompicbsleipzig, #1",0.14265281736142,0.154237496659638,0.392730819594844,-0.627085444663371,0.91239107938621,0.716430793388044,FALSE,"Replications","Replications"
"53","MB","ethosrennes","ManyBabies Consortium (2020)",145.79704797048,"3-6 mo",46,-0.219627546289708,0.0437404144515719,"french",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.128512167474614,"ethosrennes, #1",-0.219627546289708,0.0437404144515719,0.209142091534851,-0.629538513349394,0.190283420769979,0.293655794011612,FALSE,"Replications","Replications"
"54","MB","ethosrennes","ManyBabies Consortium (2020)",231.866666666667,"6-9 mo",41,0.10170560333879,0.0488435611570153,"french",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,7.30098039215686,"ethosrennes, #2",0.10170560333879,0.0488435611570153,0.221005794396924,-0.331457794053844,0.534869000731425,0.64537677336441,FALSE,"Replications","Replications"
"55","MB","icclbc","ManyBabies Consortium (2020)",227.614285714286,"6-9 mo",13,0.181447624447364,0.154479293084954,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.94661531279178,"icclbc, #1",0.181447624447364,0.154479293084954,0.393038538930922,-0.588893756393487,0.951789005288214,0.644329808750644,FALSE,"Replications","Replications"
"56","MB","infantcoglablouisville","ManyBabies Consortium (2020)",323.597122302158,"9-12 mo",34,0.0231857985348553,0.0588274822151007,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,14.9451850284478,"infantcoglablouisville, #1",0.0231857985348553,0.0588274822151007,0.242543773812276,-0.452191262811636,0.498562859881346,0.923842804663624,FALSE,"Replications","Replications"
"57","MB","infantcogubc","ManyBabies Consortium (2020)",138.040229885057,"3-6 mo",28,0.335320419881451,0.0724324980713346,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,-0.517889339643904,"infantcogubc, #1",0.335320419881451,0.0724324980713346,0.269132863231777,-0.192170299108977,0.862811138871878,0.212790488594975,FALSE,"Replications","Replications"
"58","MB","infantcogubc","ManyBabies Consortium (2020)",223.266666666667,"6-9 mo",10,-0.11125073718057,0.200309418163081,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.5843137254902,"infantcogubc, #2",-0.11125073718057,0.200309418163081,0.447559401826261,-0.988451045702332,0.765949571341191,0.803691866866771,FALSE,"Replications","Replications"
"59","MB","infantlanglabutk","ManyBabies Consortium (2020)",415.368421052632,"12-15 mo",33,0.546365295732077,0.062867538154397,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.5927932576539,"infantlanglabutk, #1",0.546365295732077,0.062867538154397,0.250733998800316,0.0549356883837479,1.03779490308041,0.0293269540266461,TRUE,"Replications","Replications"
"60","MB","infantlanglabutk","ManyBabies Consortium (2020)",225.411504424779,"6-9 mo",32,0.542721695861012,0.0648011471809238,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.76305020533287,"infantlanglabutk, #2",0.542721695861012,0.0648011471809238,0.254560694493325,0.0437919027745917,1.04165148894743,0.0330073971103391,TRUE,"Replications","Replications"
"61","MB","infantllmadison","ManyBabies Consortium (2020)",410.097222222222,"12-15 mo",28,1.04794647562645,0.0812338554980169,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.1535266884532,"infantllmadison, #1",1.04794647562645,0.0812338554980169,0.285015535538007,0.48932629093756,1.60656666031534,0.000236173666047668,TRUE,"Replications","Replications"
"62","MB","infantllmadison","ManyBabies Consortium (2020)",226.292134831461,"6-9 mo",31,0.314589084237084,0.0653142442896865,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.83643607255636,"infantllmadison, #2",0.314589084237084,0.0653142442896865,0.25556651637037,-0.186312083503207,0.815490251977374,0.218342325086363,FALSE,"Replications","Replications"
"63","MB","infantllmadison","ManyBabies Consortium (2020)",315.841807909605,"9-12 mo",31,0.931768067846775,0.0715176752601525,"english",1,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,14.2989088290684,"infantllmadison, #3",0.931768067846775,0.0715176752601525,0.267427887962629,0.40761903897841,1.45591709671514,0.000493639309725902,TRUE,"Replications","Replications"
"64","MB","infantstudiesubc","ManyBabies Consortium (2020)",229.036585365854,"6-9 mo",20,0.522670334442159,0.103414803481323,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,7.06514028375578,"infantstudiesubc, #1",0.522670334442159,0.103414803481323,0.321581721310966,-0.10761825741373,1.15295892629805,0.104096291951754,FALSE,"Replications","Replications"
"65","MB","irlconcordia","ManyBabies Consortium (2020)",395.227272727273,"12-15 mo",16,1.039818079937,0.14189408811506,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,20.9143642305407,"irlconcordia, #1",1.039818079937,0.14189408811506,0.376688316934651,0.301522545348073,1.77811361452592,0.00577270398928031,TRUE,"Replications","Replications"
"66","MB","irlconcordia","ManyBabies Consortium (2020)",227.633333333333,"6-9 mo",16,-0.104817540119644,0.125171667448699,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.94820261437908,"irlconcordia, #2",-0.104817540119644,0.125171667448699,0.353796081731693,-0.798245118185152,0.588610037945864,0.767027401972491,FALSE,"Replications","Replications"
"67","MB","islnotredame","ManyBabies Consortium (2020)",409.802469135802,"12-15 mo",28,0.512735957221624,0.0737758764448926,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.1289639312515,"islnotredame, #1",0.512735957221624,0.0737758764448926,0.271617150498441,-0.0196238753387156,1.04509578978196,0.0590641285863616,FALSE,"Replications","Replications"
"68","MB","isplabmcgill","ManyBabies Consortium (2020)",414.153846153846,"12-15 mo",11,1.28884901923145,0.219571177144861,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.4915786827552,"isplabmcgill, #1",1.28884901923145,0.219571177144861,0.468584226308207,0.370440811943803,2.20725722651911,0.00595012502682524,TRUE,"Replications","Replications"
"69","MB","kokuhamburg","ManyBabies Consortium (2020)",221.432432432432,"6-9 mo",13,-0.289571265296287,0.155458683032409,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.43146087263734,"kokuhamburg, #1",-0.289571265296287,0.155458683032409,0.394282491409915,-1.06235074819444,0.483208217601868,0.462689219217057,FALSE,"Replications","Replications"
"70","MB","kyotobabylab","ManyBabies Consortium (2020)",214.26,"6-9 mo",10,-0.366800913782895,0.203363572758799,"japanese",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,5.83375816993464,"kyotobabylab, #1",-0.366800913782895,0.203363572758799,0.450958504475522,-1.25066334107696,0.517061513511172,0.4159998597535,FALSE,"Replications","Replications"
"71","MB","kyotobabylab","ManyBabies Consortium (2020)",303.486486486487,"9-12 mo",14,0.256398579030209,0.144031075559441,"japanese",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,13.2692987104752,"kyotobabylab, #2",0.256398579030209,0.144031075559441,0.37951426265615,-0.487435707395119,1.00023286545554,0.499296744685699,FALSE,"Replications","Replications"
"72","MB","labunam","ManyBabies Consortium (2020)",407.038461538462,"12-15 mo",11,0.242257466660463,0.183152015458017,"spanish",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,21.8986299648064,"labunam, #1",0.242257466660463,0.183152015458017,0.4279626332497,-0.596533881237872,1.0810488145588,0.571345149554321,FALSE,"Replications","Replications"
"73","MB","labunam","ManyBabies Consortium (2020)",225.471698113208,"6-9 mo",14,0.417789260831291,0.145974069044035,"spanish",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.76806634603527,"labunam, #2",0.417789260831291,0.145974069044035,0.382065529777334,-0.331045417266499,1.16662393892908,0.274173635251543,FALSE,"Replications","Replications"
"74","MB","lancaster","ManyBabies Consortium (2020)",412.851351351351,"12-15 mo",20,0.0275128355961749,0.100009461951532,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.3830374492139,"lancaster, #1",0.0275128355961749,0.100009461951532,0.316242726321937,-0.592311518367579,0.647337189559929,0.930672219889874,FALSE,"Replications","Replications"
"75","MB","lancaster","ManyBabies Consortium (2020)",222.82905982906,"6-9 mo",19,0.227176945071537,0.105942228478579,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.54784648902296,"lancaster, #2",0.227176945071537,0.105942228478579,0.325487677921268,-0.410767181065722,0.865121071208796,0.48520304474612,FALSE,"Replications","Replications"
"76","MB","langlabucla","ManyBabies Consortium (2020)",154.60663507109,"3-6 mo",29,0.425332860957199,0.0705250693328451,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.862644425858809,"langlabucla, #1",0.425332860957199,0.0705250693328451,0.265565565035916,-0.095166082047225,0.945831803961623,0.109241547867086,FALSE,"Replications","Replications"
"77","MB","langlabucla","ManyBabies Consortium (2020)",324.20207253886,"9-12 mo",29,0.631845595069478,0.0724071453104198,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,14.995597548173,"langlabucla, #2",0.631845595069478,0.0724071453104198,0.26908575828241,0.104447200083303,1.15924399005565,0.0188684517683249,TRUE,"Replications","Replications"
"78","MB","lcdfsu","ManyBabies Consortium (2020)",312.976744186047,"9-12 mo",13,0.257895185369353,0.155125190896859,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,14.0601535187718,"lcdfsu, #1",0.257895185369353,0.155125190896859,0.39385935420764,-0.514054963851826,1.02984533459053,0.51260293913493,FALSE,"Replications","Replications"
"79","MB","ldlottawa","ManyBabies Consortium (2020)",412.704545454545,"12-15 mo",10,0.707687813364778,0.212520551029626,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.3708036244801,"ldlottawa, #1",0.707687813364778,0.212520551029626,0.460999513047059,-0.19585462909796,1.61123025582752,0.124755291553773,FALSE,"Replications","Replications"
"80","MB","ldlottawa","ManyBabies Consortium (2020)",142.703703703704,"3-6 mo",12,0.282556239087563,0.168329958921819,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,-0.129266521423386,"ldlottawa, #2",0.282556239087563,0.168329958921819,0.410280341866167,-0.521578454534905,1.08669093271003,0.491017955580566,FALSE,"Replications","Replications"
"81","MB","ldlottawa","ManyBabies Consortium (2020)",245.151515151515,"6-9 mo",16,0.535085294055628,0.129473691748666,"english",1,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,8.40805109922757,"ldlottawa, #3",0.535085294055628,0.129473691748666,0.359824529109211,-0.17015782375251,1.24032841186377,0.136995566868468,FALSE,"Replications","Replications"
"82","MB","ldlottawa","ManyBabies Consortium (2020)",311.632653061225,"9-12 mo",15,0.259821812196078,0.134458456234881,"english",1,"typical","a.yes","4","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,13.9481459250367,"ldlottawa, #4",0.259821812196078,0.134458456234881,0.366685773155819,-0.458869096832552,0.978512721224707,0.478592587786661,FALSE,"Replications","Replications"
"83","MB","lllliv","ManyBabies Consortium (2020)",397,"12-15 mo",13,0.592761021262913,0.160603185160166,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,21.062091503268,"lllliv, #1",0.592761021262913,0.160603185160166,0.400753272176493,-0.192700958889591,1.37822300141542,0.139109018366654,FALSE,"Replications","Replications"
"84","MB","lllliv","ManyBabies Consortium (2020)",230,"6-9 mo",16,0.318379951980141,0.126583840528482,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,7.14542483660131,"lllliv, #2",0.318379951980141,0.126583840528482,0.355786228694257,-0.378948242455934,1.01570814641622,0.370860297660436,FALSE,"Replications","Replications"
"85","MB","lppparisdescartes2","ManyBabies Consortium (2020)",234.864406779661,"6-9 mo",25,-0.0546947943251293,0.0800299152052627,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,7.55079206823972,"lppparisdescartes2, #1",-0.0546947943251293,0.0800299152052627,0.282895590643019,-0.609159963370633,0.499770374720375,0.846693363857894,FALSE,"Replications","Replications"
"86","MB","lscppsl","ManyBabies Consortium (2020)",410.769230769231,"12-15 mo",11,0.139348104892075,0.182259497598568,"french",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.2095274007039,"lscppsl, #1",0.139348104892075,0.182259497598568,0.42691860769773,-0.697396990525461,0.97609320030961,0.744118421538124,FALSE,"Replications","Replications"
"87","MB","madlabucsd","ManyBabies Consortium (2020)",232.779411764706,"6-9 mo",10,0.142749926674702,0.200509438539141,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,7.37704248366013,"madlabucsd, #1",0.142749926674702,0.200509438539141,0.447782802862214,-0.734888239831637,1.02038809318104,0.749883650002311,FALSE,"Replications","Replications"
"88","MB","minddevlabbicocca","ManyBabies Consortium (2020)",147.753424657534,"3-6 mo",11,0.498240237567761,0.187460075780263,"italian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.291543558062495,"minddevlabbicocca, #1",0.498240237567761,0.187460075780263,0.432966598919897,-0.350358702824036,1.34683917795956,0.249831370624606,FALSE,"Replications","Replications"
"89","MB","musdevutm","ManyBabies Consortium (2020)",226.497695852535,"6-9 mo",30,0.194733125139256,0.0669826749168875,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,6.85356615764585,"musdevutm, #1",0.194733125139256,0.0669826749168875,0.258810113629447,-0.31252537640918,0.701991626687692,0.451800336021392,FALSE,"Replications","Replications"
"90","MB","pocdnorthwestern","ManyBabies Consortium (2020)",413.693693693694,"12-15 mo",28,0.383464597781507,0.072741474087069,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,22.4532326444091,"pocdnorthwestern, #1",0.383464597781507,0.072741474087069,0.269706273725824,-0.145149985125609,0.912079180688623,0.155088391831967,FALSE,"Replications","Replications"
"91","MB","purdueinfantspeech","ManyBabies Consortium (2020)",395.77245508982,"12-15 mo",31,0.818275779793498,0.069915929449973,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,20.9597960940863,"purdueinfantspeech, #1",0.818275779793498,0.069915929449973,0.264416204968555,0.300029541126369,1.33652201846063,0.00197044839652061,TRUE,"Replications","Replications"
