study_ID,long_cite,short_cite,doi,peer_reviewed,original_ma,coder,2nd coder,expt_num,expt_condition,stimulus_set,lab,main_question_IDS_preference,trial_control,response_mode,exposure_phase,method,dependent_measure,human_coded,same_infant,native_lang,test_lang,infant_type,group_name_1,group_name_2,mean_age_1,mean_age_2,data_from_figure,effect_significance_reported,age_range_1,age_range_2,n_excluded_1,n_excluded_2,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,gender_1,gender_2,num_trials,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,speaker,presentation,setting,speech_type,Coder 1 Comments,Coder 2 Comments,unique_infants,participant_design,n_1,n_2,x_1,x_2,SD_1,SD_2,t,F,d,d_var,r,corr
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,yes,Alex Cristia,Angeline Tsui; Martin Zettersten,2,neutral,Singh et al. (2002),Morgan,yes,infant_controlled,behavior,familiarization,HPP,looking_time,yes,neutral,American English,native,typical,NA,NA,179,NA,yes,non-significant,46,NA,1.333333333,NA,NA,NA,NA,NA,inattention_&_fail_to_complete_test_1.3333,0.388888889,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,NA,"SD extracted from R; changed same_infant to ""neutral"" since happy/ neutral/ sad manipulation was between subjects; t-values added from paper and recoded to be consistent with IDS-ADS direction",TRUE,within_two,12,NA,5.9,6.3,3.22,2.7,-0.54,NA,-0.134616816,0.167421737,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,yes,Alex Cristia,Angeline Tsui; Martin Zettersten,2,sad,Singh et al. (2002),Morgan,yes,infant_controlled,behavior,familiarization,HPP,looking_time,yes,sad,American English,native,typical,NA,NA,179,NA,yes,non-significant,46,NA,1.333333333,NA,NA,NA,NA,NA,inattention_&_fail_to_complete_test_1.3333,0.388888889,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,NA,"SD extracted from R; changed same_infant to ""sad"" since happy/ neutral/ sad manipulation was between subjects; t-values added from paper and recoded to be consistent with IDS-ADS direction",TRUE,within_two,12,NA,7.1,7.4,1.64,1.82,-0.99,NA,-0.17317622,0.16791625,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,yes,Alex Cristia,Angeline Tsui,2A,NA,Singh et al. (2002),Morgan,yes,infant_controlled,behavior,familiarization,HPP,looking_time,yes,2,American English,native,typical,NA,NA,189,NA,yes,non-significant,36,NA,1,NA,NA,NA,NA,NA,1_inattention_&_fail_to_complete_test,0.541666667,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,"how is this study different from first one, happy condition?",SD extracted from R,TRUE,within_two,24,NA,8.5,8.3,3.54,4.48,0.38,NA,0.049536221,0.083384455,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,yes,Alex Cristia,Angeline Tsui,3,happy,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,3_happy,American English,native,typical,NA,NA,187,187,yes,not reported,31,NA,1,NA,NA,NA,NA,NA,inattention_&_fail_to_complete_test_1,0.428571429,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,"how is this study different from first one, happy condition?",SD extracted from R,TRUE,between,14,14,10.2,9.7,5.16,2,NA,NA,0.127774061,0.143148682,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,yes,Alex Cristia,Angeline Tsui,3,neutral,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,3_neutral,American English,native,typical,NA,NA,187,187,yes,not reported,31,NA,1,NA,NA,NA,NA,NA,inattention_&_fail_to_complete_test_1,0.428571429,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,"how is this study different from first one, neutral condition?",SD extracted from R,TRUE,between,14,14,7.6,7.2,1.91,3.15,NA,NA,0.153559067,0.143278221,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,no,Martin Zettersten,NA,4,happyIDS_vs_neutralADS,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,happyIDS_vs_neutralADS,American English,native,typical,NA,NA,183,NA,yes,significant,40,NA,0.5,NA,NA,NA,NA,NA,inattention_0.5,0.4375,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,SD extracted from figure; age and gender not reported separately by condition; somewhat unsure if main_question_IDS_preference should be coded as yes or no; some uncertainty about what error bars in the figure represents (and therefore if SD computed correctly -error bars assumed to be SEMs),NA,TRUE,within_two,16,NA,12.9,7.8,4.7,3.2,3.11,NA,1.268476196,0.175282246,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,no,Martin Zettersten,NA,4,neutralADS_vs_happyIDS,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,neutralADS_vs_happyIDS,American English,native,typical,NA,NA,183,NA,yes,significant,40,NA,0.5,NA,NA,NA,NA,NA,inattention_0.5,0.4375,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,SD extracted from figure; age and gender not reported separately by condition; somewhat unsure if main_question_IDS_preference should be coded as yes or no; some uncertainty about what error bars in the figure represents (and therefore if SD computed correctly -error bars assumed to be SEMs),NA,TRUE,within_two,16,NA,8,9.5,3.1,2.3,-2.2,NA,-0.549557479,0.134437919,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,no,Martin Zettersten,NA,5,neutralIDS_vs_sadADS,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,neutralIDS_vs_sadADS,American English,native,typical,NA,NA,187,NA,yes,significant,59,NA,0,NA,NA,NA,NA,NA,NA,0.4285714,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,SD extracted from figure; age and gender not reported separately by condition; somewhat unsure if main_question_IDS_preference should be coded as yes or no; some uncertainty about what error bars in the figure represents (and therefore if SD computed correctly -error bars assumed to be SEMs),NA,TRUE,within_two,14,NA,11.7,7.5,4.9,3,2.31,NA,1.033811898,0.181027394,NA,NA
Singh2002,"Singh, L.; Morgan, J.L. & Best, C.T. (2002). Infants' Listening Preferences: Baby Talk or Happy Talk? Infancy. 3(3), 365-394.",Singh et al. (2002),10.1207/S15327078IN0303_5,yes,no,Martin Zettersten,NA,5,sadIDS_vs_neutralADS,Singh et al. (2002),Morgan,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,sadIDS_vs_neutralADS,American English,native,typical,NA,NA,187,NA,yes,non-significant,59,NA,0,NA,NA,NA,NA,NA,NA,0.4285714,NA,12,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,SD extracted from figure; age and gender not reported separately by condition; somewhat unsure if main_question_IDS_preference should be coded as yes or no; some uncertainty about what error bars in the figure represents (and therefore if SD computed correctly -error bars assumed to be SEMs),NA,TRUE,within_two,14,NA,7.8,8.5,2.1,2.6,-1.07,NA,-0.296200953,0.145990536,NA,NA
Singh2009,"Singh, L.; Nestor, S.; Parikh, C. & Yull, A. (209). Influences of Infant-Directed Speech on Early Word Recognition. Infancy. 14(6), 654-666.",Singh et al. (2009),10.1080/15250000903263973,yes,yes,Alex Cristia,Angeline Tsui/ Martin Zettersten,1,IDS,Singh et al. (2009),Singh,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,1,American English,native,typical,NA,NA,224,224,yes,not reported,32,NA,9,NA,NA,NA,NA,NA,no_second_session_8|failure_to_complete_training_session_1,0.375,0.375,8,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,NA,"8 additional infants excluded due to parents being unable to return for the second session; MZ: was the data (means/ SDs) extracted from a figure? They are not  reported in the text, and the math operations done in the SD cells  seems to suggest data extracted from Figure 1. I extracted similar data  from Figure 1: x_1= 10492.891, s_1 = 2843.601896; x_2 = 9554.50237, s_2 = 2843.601896. These values are slightly different, but they yield the same Cohen's d (0.33) as the values currently coded; Is there an error in the SE plotted in the graph? Hard to explain why they would be identical. Might explain the discrepancy in Cohen's d from Dunst et al.; What is the correct number of trials to include? Trials with familiarized words were half of the total 16 trials, so I entered 8 (infants saw 16 trials across all of test, but the data  reflects half of those trials); REPLACED OLD MEAN/ SD VALUES TO REFLECT VALUES EXTRACTED FROM FIGURE",TRUE,between,16,16,10.492891,9.55450237,2.8436019,2.8436019,NA,NA,0.330000001,0.126701563,NA,NA
Singh2009,"Singh, L.; Nestor, S.; Parikh, C. & Yull, A. (209). Influences of Infant-Directed Speech on Early Word Recognition. Infancy. 14(6), 654-666.",Singh et al. (2009),10.1080/15250000903263973,yes,yes,Alex Cristia,Angeline Tsui/ Martin Zettersten,1,ADS,Singh et al. (2009),Singh,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,1,American English,native,typical,NA,NA,224,224,yes,not reported,32,NA,9,NA,NA,NA,NA,NA,no_second_session_8|failure_to_complete_training_session_1,0.375,0.375,8,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,NA,"MZ: was the data (means/ SDs) extracted from a figure? They are not reported in the text, and the math operations done in the SD cells seems to suggest data extracted from Figure 1. I extracted similar data from Figure 1: x_ 1 = 8616.113744, s_1= 2502.369668; x_2 = 7791.469194; s_2 = 2274.881517. These values are slightly different, but they yield a similar Cohen's d (~0.35) as the values currently coded (note that it is larger than what is reported in Dunst et al.; What is the correct number of trials to include? Trials with familiarized words were half of the total 16 trials, so I entered 8 (infants saw 16 trials across all of test, but the data reflects half of those trials); REPLACED OLD MEAN/ SD VALUES TO REFLECT VALUES EXTRACTED FROM FIGURE",FALSE,between,16,16,8.616113744,7.791469194,2.50236967,2.27488152,NA,NA,0.344847333,0.12685812,NA,NA
Singh2009,"Singh, L.; Nestor, S.; Parikh, C. & Yull, A. (209). Influences of Infant-Directed Speech on Early Word Recognition. Infancy. 14(6), 654-666.",Singh et al. (2009),10.1080/15250000903263973,yes,no,Martin Zettersten,NA,1,unfamiliar_passage,Singh et al. (2009),Singh,no,infant_controlled,behavior,familiarization,HPP,looking_time,yes,1,American English,native,typical,NA,NA,224,224,yes,not reported,32,NA,9,NA,NA,NA,NA,NA,no_second_session_8|failure_to_complete_training_session_1,0.375,0.375,8,NA,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Simulated,newly added (not part of original meta-analysis; means/ sds extracted from figure,NA,FALSE,between,16,16,8.061349693,8.024539877,1.76687117,2.20858896,NA,NA,0.018405254,0.125005293,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,playsong1,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,1,Canadian English,native,typical,NA,NA,185.92,NA,yes,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"dv is proportion of infant looking time compared to chance; two separate lines are for playsongs vs. lullabies; t value recorded is averaged across three playsongs;  ""testing ended when the infant completed 20 trials (10 of each version) or accumulated 6 minutes of total looking time"" < unsure if this should be recorded in num_trials or num_minimum_trials; I've extracted means and standard deviations from the figure (using digitize in R) for the proportion of total time spent listening to IDS across the three playsongs and three lullabies, they are as follows: playsong 1: M = 61.06, SD = 8.79, playsong 2: M = 60.45, SD = 15.29, playsong 3: M = 55.02, SD = 6.11, lullaby 1: M = 62.15, SD = 6.50, lullaby 2: M = 59.12, SD = 9.17, lullaby 3: M = 42.57, SD = 4.97; same_infant was coded as the same across these two experiments, but they're actually different groups, so I updated same_infant; borderline case for reporting effect as significant, because analyses are on; MZ: now split into 6 separate groups; age recalculated by taking the average of the two age range extremes and using the 1 month=30.44 days transformmation from the codebook (age range likewise); Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.61,0.5,0.09,NA,NA,NA,1.222222222,0.174691358,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,playsong2,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,2,Canadian English,native,typical,NA,NA,185.92,NA,yes,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"for lullabies, there were differences between the three lullabies (t-values are reported separately for each lullaby as 5.18, 2.91, and -4.12); also I said that that ""yes"" IDS was the question of the study, but it's about singing and not speech, so I'm not 100% sure; for both Trainor1996 entries: ""testing ended when the infant completed 20 trials (10 of each version [meaning IDS vs. ADS]) or accumulated 6 minutes of total looking time; they mention 2 infants excluded due to fussiness but not which group they were in, so I put one on each line. However, see notes in ""issues"" about the fact that these were actually six groups of 10 infants each; MZ: now split into 6 separate groups; Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.6,0.5,0.15,NA,NA,NA,0.666666667,0.122222222,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,playsong3,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,3,Canadian English,native,typical,NA,NA,185.92,NA,yes,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"for lullabies, there were differences between the three lullabies (t-values are reported separately for each lullaby as 5.18, 2.91, and -4.12); also I said that that ""yes"" IDS was the question of the study, but it's about singing and not speech, so I'm not 100% sure; for both Trainor1996 entries: ""testing ended when the infant completed 20 trials (10 of each version [meaning IDS vs. ADS]) or accumulated 6 minutes of total looking time; they mention 2 infants excluded due to fussiness but not which group they were in, so I put one on each line. However, see notes in ""issues"" about the fact that these were actually six groups of 10 infants each; MZ: now split into 6 separate groups; Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.55,0.5,0.06,NA,NA,NA,0.833333333,0.134722222,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,lullaby1,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,4,Canadian English,native,typical,NA,NA,185.92,NA,no,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"for lullabies, there were differences between the three lullabies (t-values are reported separately for each lullaby as 5.18, 2.91, and -4.12); also I said that that ""yes"" IDS was the question of the study, but it's about singing and not speech, so I'm not 100% sure; for both Trainor1996 entries: ""testing ended when the infant completed 20 trials (10 of each version [meaning IDS vs. ADS]) or accumulated 6 minutes of total looking time; they mention 2 infants excluded due to fussiness but not which group they were in, so I put one on each line. However, see notes in ""issues"" about the fact that these were actually six groups of 10 infants each; MZ: now split into 6 separate groups; Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.62,0.5,0.07,NA,NA,NA,1.714285714,0.246938776,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,lullaby2,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,5,Canadian English,native,typical,NA,NA,185.92,NA,no,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"for lullabies, there were differences between the three lullabies (t-values are reported separately for each lullaby as 5.18, 2.91, and -4.12); also I said that that ""yes"" IDS was the question of the study, but it's about singing and not speech, so I'm not 100% sure; for both Trainor1996 entries: ""testing ended when the infant completed 20 trials (10 of each version [meaning IDS vs. ADS]) or accumulated 6 minutes of total looking time; they mention 2 infants excluded due to fussiness but not which group they were in, so I put one on each line. However, see notes in ""issues"" about the fact that these were actually six groups of 10 infants each; MZ: now split into 6 separate groups; Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.59,0.5,0.1,NA,NA,NA,0.9,0.1405,NA,NA
Trainor1996,"Trainor, L.J. (1996). Infant preferences for infant-directed versus noninfant-directed playsongs and lullabies. Infant Behavior and Development. 19(1), 83-92.",Trainor et al. (1996),http://dx.doi.org/10.1016/S0163-6383(96)90046-6,yes,yes,Alex Cristia,Jessica Kosie,2,lullaby3,Trainor et al. (1996),Trainor,yes,infant_controlled,behavior,test_only,HPP,looking_time,yes,6,Canadian English,native,typical,NA,NA,185.92,NA,no,significant,51.44,NA,0.33,NA,0.33,NA,NA,NA,fussy_0.33,NA,NA,NA,20,NA,0,1,1,Unfamiliar mother,Tape recording,Laboratory,Naturalistic,NA,"for lullabies, there were differences between the three lullabies (t-values are reported separately for each lullaby as 5.18, 2.91, and -4.12); also I said that that ""yes"" IDS was the question of the study, but it's about singing and not speech, so I'm not 100% sure; for both Trainor1996 entries: ""testing ended when the infant completed 20 trials (10 of each version [meaning IDS vs. ADS]) or accumulated 6 minutes of total looking time; they mention 2 infants excluded due to fussiness but not which group they were in, so I put one on each line. However, see notes in ""issues"" about the fact that these were actually six groups of 10 infants each; MZ: now split into 6 separate groups; Also had to change participant_design to within_one and add chance level to x_2",TRUE,within_one,10,NA,0.42,0.5,0.06,NA,NA,NA,-1.333333333,0.188888889,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,1,NA,Werker & McLeod (1989),Werker,yes,fixed_length,eye-tracking,test_only,CF,looking_time,yes,1,Canadian English,native,typical,NA,NA,154,NA,yes,significant,84,NA,2,NA,NA,NA,NA,NA,equipment difficulty_2,NA,NA,4,NA,NA,0,0,NA,Unfamiliar female and male,Video recording,Laboratory,Simulated,the speaker column must have been wrong in the table,"speakers were unfamiliar male as well as unfamiliar female (corrected); means are extracted from figure using digitizer in R, but there was no SE or SD on the figure, also means were reported separately for male and female, but I've averaged them together to get mean IDS and ADS (f_ids = 86.83, f_ads = 64.33, m_ids = 77.02, m_ads = 58.27); I entered num_trials as 4, but here's what the article says: ""Each subject was tested on all four stimuli, in one of four orders in a crossover design wherein each stimulus was presented to one of the four groups in each of the four serial positions""",TRUE,within_two,12,NA,81.92,61.3,NA,NA,NA,NA,3.15,0.373385417,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,2,younger_attn,Werker & McLeod (1989),Werker,yes,fixed_length,eye-tracking,test_only,CF,looking_time,yes,2,Canadian English,native,typical,NA,NA,134,NA,yes,significant,45,NA,3,NA,NA,NA,NA,NA,total_3 | fussiness | failure to complete both days of testing | procedural errors,NA,NA,4,NA,NA,0,0,NA,Unfamiliar female and male,Video recording,Laboratory living room like setting,Simulated,the speaker column must have been wrong in the table,"speakers were unfamiliar male as well as unfamiliar female (corrected); same_infant = 1 for the first two experiments, but the infants in experiment 1 are not the same infants from experiment 2 (I edited the entries to reflect the actual infants involved in each study); as in experiment 1 the speakers were unfamiliar male as well as unfamiliar female; got means from figure using digitizer in R. reported means averaged across male and female speakers, but here they are separately as well. For attention ratings [younger infants, female speaker, IDS = 69.05; younger infants, female speaker, ADS = 60.07; younger infants, male speaker, IDS = 56.28; younger infants, male speaker, ADS = 56.28; older infants, female speaker, IDS = 53.68, older infants, female speaker, ADS = 41.15; older infants, male speaker, IDS = 39.72; older infants, male speaker, ADS = 32.40]. For affect ratings  [younger infants, female speaker, IDS = 4.82; younger infants, female speaker, ADS = 4.04; younger infants, male speaker, IDS = 3.79; younger infants, male speaker, ADS = 3.93; older infants, female speaker, IDS = 3.79, older infants, female speaker, ADS = 3.12; older infants, male speaker, IDS = 3.15; older infants, male speaker, ADS = 3.09]. No SEs or SDs on the figure.; MZ: coding this effect as reported as significant, but borderline case because only effects collapsing across age are reported (and no interaction with age)",TRUE,within_two,16,NA,62.67,58.17,NA,NA,NA,NA,0.66,0.13180625,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,2,younger_emo,Werker & McLeod (1989),Werker,yes,fixed_length,other,test_only,CF,facial_expression,yes,2,Canadian English,native,typical,NA,NA,134,NA,yes,significant,45,NA,3,NA,NA,NA,NA,NA,total_3 | fussiness | failure to complete both days of testing | procedural errors,NA,NA,4,NA,NA,0,0,NA,Unfamiliar female and male,Video recording,Laboratory living room like setting,Simulated,the speaker column must have been wrong in the table,"speakers were unfamiliar male as well as unfamiliar female (corrected); speaker_experience = 0; it's not specified whether the actors were parents, but the paper does say the actors had ""considerable experience with young infants""; dependent measure is coded as facial expression, but affective responsiveness might be more appropriate; MZ: coding this effect as reported as significant, but borderline case because only effects collapsing across age are reported (and no interaction with age)",FALSE,within_two,16,NA,4.31,3.99,NA,NA,NA,NA,0.54,0.12955625,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,2,older_attn,Werker & McLeod (1989),Werker,yes,fixed_length,eye-tracking,test_only,CF,looking_time,yes,3,Canadian English,native,typical,NA,NA,253,NA,yes,significant,45,NA,3,NA,NA,NA,NA,NA,total_3 | fussiness | failure to complete both days of testing | procedural errors,NA,NA,4,NA,NA,0,0,NA,Unfamiliar female and male,Video recording,Laboratory living room like setting,Simulated,the speaker column must have been wrong in the table,"speakers were unfamiliar male as well as unfamiliar female (corrected); no n_excluded, but there are excluded infants mentioned in the paper, just not separated for each experiment; MZ: coding this effect as reported as significant, but borderline case because only effects collapsing across age are reported (and no interaction with age)",TRUE,within_two,16,NA,46.71,36.77,NA,NA,NA,NA,1.27,0.150201563,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,2,older_emo,Werker & McLeod (1989),Werker,yes,fixed_length,other,test_only,CF,facial_expression,yes,3,Canadian English,native,typical,NA,NA,253,NA,yes,significant,45,NA,3,NA,NA,NA,NA,NA,total_3 | fussiness | failure to complete both days of testing | procedural errors,NA,NA,4,NA,NA,0,0,NA,Unfamiliar female and male,Video recording,Laboratory living room like setting,Simulated,the speaker column must have been wrong in the table,"speakers were unfamiliar male as well as unfamiliar female (corrected); 6 infants were excluded, but I put 3 on each line to divide them across groups; MZ: coding this effect as reported as significant, but borderline case because only effects collapsing across age are reported (and no interaction with age)",FALSE,within_two,16,NA,3.47,3.1,NA,NA,NA,NA,1.17,0.146389063,NA,NA
Werker1989,"Werker, J.F. & McLeod, P.J. (1989). Infant preference for both male and female infant-directed talk: A developmental study of attentional and affective responsiveness.Canadian Journal of Psychology/Revue canadienne de psychologie, Vol 43(2), 230-246.",Werker & McLeod (1989),http://dx.doi.org/10.1037/h0084224,yes,yes,Alex Cristia,Jessica Kosie,3,NA,Werker & McLeod (1989),Werker,yes,fixed_length,other,test_only,CF,facial_expression,yes,4,Canadian English,native,typical,NA,NA,139,NA,no,significant,45,NA,4,NA,NA,NA,NA,NA,total_4 | fussiness | equipment failure | failure to complete both days of testing,NA,NA,4,NA,NA,0,0,1,Unfamiliar female,Tape recording,Laboratory,Simulated,NA,"again they report excluding infants due to fussiness (should that be included here)? Also, here we only report the affective measure. They also tested looking time, but it wasn't significant and there's nothing reported about it. Also, presentation was tape recording but paired with an image. There is additionally an experiment 4 where adults judged whether infants were hearing IDS vs. ADS that is not reported here. Number of trials reported as 4, but it's 2 trials each day across 2 days of testing.",TRUE,within_two,16,NA,4.72,4.18,NA,NA,NA,NA,1.15,0.145664063,NA,NA
