study_type,study_id,expt_num,short_cite,mean_age,age_group,n,d_calc,d_var_calc,native_lang,prop_nae,infant_type,main_question_ids_preference,same_infant,method,dependent_measure,presentation,response_mode,effect_significance_reported,num_trials,participant_design,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type,exposure_phase,test_lang,original_ma,group_name_1,group_name_2,t,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,sd_1,sd_2,r,corr,gender_1,prop_female,unique_infants
MA,Kaplan1995a,1,Kaplan et al. (1995a),124,3-6 mo,77,0.76,0.05643157895,english,1,typical,yes,Kaplan1995a_1_a,CF,looking_time,Tape recording,eye-tracking,significant,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,test_only,native,yes,NA,NA,NA,38,39,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Kaplan1995a,2,Kaplan et al. (1995a),126,3-6 mo,26,0.82,0.08338846154,english,1,typical,yes,Kaplan1995a_2_a,CF,looking_time,Tape recording,eye-tracking,non-significant,NA,within_two,Laboratory,Unfamiliar female,0,0,1,Simulated,test_only,native,yes,NA,NA,NA,26,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Kaplan1995b,1,Kaplan et al. (1995b),124,3-6 mo,30,0.44,0.13656,english,1,typical,no,Kaplan1995b_1_after_9th_trial,CF,looking_time,Tape recording,eye-tracking,non-significant,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,TRUE
MA,Kaplan1995b,1,Kaplan et al. (1995b),124,3-6 mo,30,0.88,0.14624,english,1,typical,no,Kaplan1995b_1_after_10th_trial,CF,looking_time,Tape recording,eye-tracking,significant,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,TRUE
MA,Kaplan1995b,2,Kaplan et al. (1995b),121,3-6 mo,40,0.14,0.100245,english,1,typical,no,Kaplan1995b_2_after_9th_trial,CF,looking_time,Tape recording,eye-tracking,non-significant,NA,between,Laboratory,Unfamiliar female,0,0,1,Simulated,familiarization,native,yes,NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,0.55,TRUE
MA,Kaplan1995b,2,Kaplan et al. (1995b),121,3-6 mo,40,0.36,0.10162,english,1,typical,no,Kaplan1995b_2_after_10th_trial,CF,looking_time,Tape recording,eye-tracking,non-significant,NA,between,Laboratory,Unfamiliar female,0,0,1,Simulated,familiarization,native,yes,NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,0.55,TRUE
MA,Pegg1989,1,Pegg et al. (1989),49,0-3 mo,48,0.56,0.0433,english,1,typical,yes,Pegg1989,CF,looking_time,Tape recording,eye-tracking,non-significant,NA,within_two,Laboratory,Unfamiliar female,0,0,1,Simulated,test_only,native,yes,NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Pegg1989,1,Pegg et al. (1989),49,0-3 mo,48,1.15,0.0485546875,english,1,typical,yes,Pegg1989,CF,looking_time,Tape recording,eye-tracking,significant,NA,within_two,Laboratory,Unfamiliar male,0,0,0,Simulated,test_only,native,yes,NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Pegg1992,2,Pegg et al. (1992),49,0-3 mo,48,0.46,0.04276875,english,1,typical,yes,Pegg1992_2_femaleVoice,CF,looking_time,Tape recording,eye-tracking,significant,NA,within_two,Laboratory,Unfamiliar female,0,0,1,Simulated,test_only,native,yes,NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Pegg1992,2,Pegg et al. (1992),49,0-3 mo,48,1.15,0.0485546875,english,1,typical,yes,Pegg1992_2_maleVoice,CF,looking_time,Tape recording,eye-tracking,significant,NA,within_two,Laboratory,Unfamiliar male,0,0,0,Simulated,test_only,native,yes,NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Schachner2011,1,Schachner & Hannon (2011),156,3-6 mo,20,0.31,0.10120125,english,1,typical,no,Schachner2011,CF,looking_time,Video recording,eye-tracking,non-significant,NA,within_two,Laboratory,Unfamiliar females,0,0,1,Simulated,test_only,native,yes,NA,NA,NA,20,NA,156,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,TRUE
MA,Schachner2011,1,Schachner & Hannon (2011),156,3-6 mo,20,1.26,0.119845,english,1,typical,no,Schachner2011,FC,target_selection,Video recording,behavior,significant,NA,within_two,Laboratory,Unfamiliar females,0,0,1,Simulated,familiarization,native,yes,NA,NA,NA,20,NA,156,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,FALSE
MA,Singh2002,2,Singh et al. (2002),179,3-6 mo,36,-0.16,0.05573333333,english,1,typical,yes,Singh2002_2,HPP,looking_time,Tape recording,behavior,non-significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,36,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,0.388888889,TRUE
MA,Singh2002,2,Singh et al. (2002),179,3-6 mo,36,-0.3,0.05618055556,english,1,typical,yes,Singh2002_2,HPP,looking_time,Tape recording,behavior,non-significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,36,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,0.388888889,FALSE
MA,Singh2002,2,Singh et al. (2002),179,3-6 mo,36,-0.54,0.05758055556,english,1,typical,yes,Singh2002_2,HPP,looking_time,Tape recording,behavior,non-significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,36,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,0.388888889,FALSE
MA,Singh2002,2A,Singh et al. (2002),189,3-6 mo,24,0.24,0.08393333333,english,1,typical,yes,Singh2002_2A,HPP,looking_time,Tape recording,behavior,non-significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,24,NA,189,NA,NA,NA,NA,NA,NA,NA,0.541666667,0.541666667,TRUE
MA,Singh2002,3,Singh et al. (2002),187,3-6 mo,28,0.5,0.1473214286,english,1,typical,no,Singh2002_3,HPP,looking_time,Tape recording,behavior,not reported,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,14,14,187,187,NA,NA,NA,NA,NA,NA,0.428571429,0.428571429,TRUE
MA,Singh2002,3,Singh et al. (2002),187,3-6 mo,28,0.61,0.1495017857,english,1,typical,no,Singh2002_3,HPP,looking_time,Tape recording,behavior,not reported,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,14,14,187,187,NA,NA,NA,NA,NA,NA,0.428571429,0.428571429,FALSE
MA,Singh2009,1,Singh et al. (2009),224,6-9 mo,32,0.29,0.1263140625,english,1,typical,no,Singh2009,HPP,looking_time,Tape recording,behavior,not reported,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,16,16,224,224,NA,NA,NA,NA,NA,NA,0.375,0.375,TRUE
MA,Singh2009,1,Singh et al. (2009),224,6-9 mo,32,0.29,0.1263140625,english,1,typical,no,Singh2009,HPP,looking_time,Tape recording,behavior,not reported,NA,between,Laboratory,Unfamiliar mother,1,0,1,Simulated,familiarization,native,yes,NA,NA,NA,16,16,224,224,NA,NA,NA,NA,NA,NA,0.375,0.375,FALSE
MA,Trainor1996,2,Trainor et al. (1996),179,3-6 mo,60,2.27,0.05480375,english,1,typical,yes,Trainor1996_2,HPP,looking_time,Tape recording,behavior,significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,60,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Trainor1996,2,Trainor et al. (1996),179,3-6 mo,60,1.94,0.049015,english,1,typical,yes,Trainor1996_2,HPP,looking_time,Tape recording,behavior,significant,NA,within_two,Laboratory,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,60,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1989,1,Werker & McLeod (1989),154,3-6 mo,12,3.15,0.3733854167,english,1,typical,yes,Werker1989_1,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory,Unfamiliar female,0,0,NA,Simulated,test_only,native,yes,NA,NA,NA,12,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1989,2,Werker & McLeod (1989),132,3-6 mo,16,0.66,0.13180625,english,1,typical,yes,Werker1989_2_4m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar female,0,0,NA,Simulated,test_only,native,yes,NA,NA,NA,16,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1989,2,Werker & McLeod (1989),132,3-6 mo,16,0.54,0.12955625,english,1,typical,yes,Werker1989_2_4m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar female,0,0,NA,Simulated,test_only,native,yes,NA,NA,NA,16,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1989,2,Werker & McLeod (1989),249,6-9 mo,16,1.27,0.1502015625,english,1,typical,yes,Werker1989_2_8m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar female,0,0,NA,Simulated,test_only,native,yes,NA,NA,NA,16,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1989,2,Werker & McLeod (1989),249,6-9 mo,16,1.17,0.1463890625,english,1,typical,yes,Werker1989_2_8m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar female,0,0,NA,Simulated,test_only,native,yes,NA,NA,NA,16,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1989,3,Werker & McLeod (1989),142,3-6 mo,16,1.15,0.1456640625,english,1,typical,yes,Werker1989_3,CF,facial_expression,Tape recording,other,significant,NA,within_two,Laboratory,Unfamiliar female,0,0,1,Simulated,test_only,native,yes,NA,NA,NA,16,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1994,1,Werker et al. (1994),142,3-6 mo,10,0.62,0.20961,english,1,typical,yes,Werker1994_1_5m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,nonnative,yes,NA,NA,NA,10,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1994,1,Werker et al. (1994),142,3-6 mo,10,0.72,0.21296,english,1,typical,yes,Werker1994_1_5m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,nonnative,yes,NA,NA,NA,10,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1994,1,Werker et al. (1994),262,6-9 mo,10,0.73,0.2133225,english,1,typical,yes,Werker1994_1_9m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,nonnative,yes,NA,NA,NA,10,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1994,1,Werker et al. (1994),262,6-9 mo,10,0.53,0.2070225,english,1,typical,yes,Werker1994_1_9m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,nonnative,yes,NA,NA,NA,10,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1994,2,Werker et al. (1994),142,3-6 mo,10,0.24,0.20144,cantonese,0,typical,yes,Werker1994_2_5m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,10,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1994,2,Werker et al. (1994),142,3-6 mo,10,0.74,0.21369,cantonese,0,typical,yes,Werker1994_2_5m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,10,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
MA,Werker1994,2,Werker et al. (1994),262,6-9 mo,10,0.4,0.204,cantonese,0,typical,yes,Werker1994_2_9m.o.,CF,looking_time,Video recording,eye-tracking,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,10,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
MA,Werker1994,2,Werker et al. (1994),262,6-9 mo,10,1.23,0.2378225,cantonese,0,typical,yes,Werker1994_2_9m.o.,CF,facial_expression,Video recording,other,significant,NA,within_two,Laboratory living room like setting,Unfamiliar mother,1,0,1,Naturalistic,test_only,native,yes,NA,NA,NA,10,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
