"","study_type","study_id","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","prop_female","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered","speech_type_d.synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm"
"40","MB","lancaster","ManyBabies Consortium (2020)",222.82905982906,"6-9 mo",12,0.243204156567713,0.167898922120246,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,2.58127982484479,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"lancaster, #1",0.243204156567713,0.167898922120246,0.409754709698676,-0.559900316937356,1.04630863007278,"Replications","Replications",0.552822522000684,FALSE
"41","MB","langlabucla","ManyBabies Consortium (2020)",154.60663507109,"3-6 mo",26,0.408372863942367,0.0785266191923509,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.340070075897034,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"langlabucla, #1",0.408372863942367,0.0785266191923509,0.280226014481794,-0.140860031973149,0.957605759857884,"Replications","Replications",0.145034086010756,FALSE
"42","MB","langlabucla","ManyBabies Consortium (2020)",324.20207253886,"9-12 mo",24,0.747520646092089,0.0891540324618118,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,5.91153648416806,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"langlabucla, #2",0.747520646092089,0.0891540324618118,0.298586725193555,0.162301418450962,1.33273987373322,"Replications","Replications",0.0122961462672908,TRUE
"43","MB","musdevutm","ManyBabies Consortium (2020)",226.497695852535,"6-9 mo",27,0.28618274528561,0.0748324126268445,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,2.70180006214685,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"musdevutm, #1",0.28618274528561,0.0748324126268445,0.273555136356173,-0.249975469758432,0.822340960329653,"Replications","Replications",0.295486654551167,FALSE
"44","MB","pocdnorthwestern","ManyBabies Consortium (2020)",413.693693693694,"12-15 mo",11,0.589354902372931,0.189712254567068,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,8.85147147611398,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"pocdnorthwestern, #1",0.589354902372931,0.189712254567068,0.4355597026437,-0.264326427925696,1.44303623267156,"Replications","Replications",0.176024368634122,FALSE
"45","MB","purdueinfantspeech","ManyBabies Consortium (2020)",395.77245508982,"12-15 mo",15,0.749714788510321,0.142701204401851,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,8.26273170594731,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"purdueinfantspeech, #1",0.749714788510321,0.142701204401851,0.377758129498031,0.009322459826962,1.49010711719368,"Replications","Replications",0.0471842750726748,TRUE
"46","MB","purdueinfantspeech","ManyBabies Consortium (2020)",309,"9-12 mo",19,0.787723451805797,0.113427739954274,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,5.41212542835794,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"purdueinfantspeech, #2",0.787723451805797,0.113427739954274,0.33679035015017,0.12762649517083,1.44782040844076,"Replications","Replications",0.0193399175628757,TRUE
"47","MB","trainorlab","ManyBabies Consortium (2020)",242.411392405063,"6-9 mo",20,0.42642244366332,0.102272951255747,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,3.2245890421905,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"trainorlab, #1",0.42642244366332,0.102272951255747,0.319801424724387,-0.200376831001075,1.05322171832771,"Replications","Replications",0.18240136835282,FALSE
"48","MB","udssaarland","ManyBabies Consortium (2020)",407.642201834862,"12-15 mo",13,0.186847034642841,0.154517534891439,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,8.65267082372135,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"udssaarland, #1",0.186847034642841,0.154517534891439,0.393087184847635,-0.583589690442763,0.957283759728444,"Replications","Replications",0.63455014212082,FALSE
"49","MB","udssaarland","ManyBabies Consortium (2020)",239.75,"6-9 mo",10,0.000512870897139819,0.200000006575914,"german",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,3.13715827986911,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"udssaarland, #2",0.000512870897139819,0.200000006575914,0.447213602852053,-0.876009684089283,0.877035425883563,"Replications","Replications",0.999084974879554,FALSE
"50","MB","udssaarland","ManyBabies Consortium (2020)",310.945652173913,"9-12 mo",12,0.251197226398157,0.167981250969794,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,5.47604304248123,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"udssaarland, #3",0.251197226398157,0.167981250969794,0.409855158525295,-0.552104123189375,1.05449857598569,"Replications","Replications",0.539947303873296,FALSE
"51","MB","unlvmusiclab","ManyBabies Consortium (2020)",138.108527131783,"3-6 mo",16,0.986524247150976,0.140206720159637,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,-0.201917701346956,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"unlvmusiclab, #1",0.986524247150976,0.140206720159637,0.374441878212944,0.252631651550072,1.72041684275188,"Replications","Replications",0.0084223449183598,TRUE
"52","MB","weescienceedinburgh","ManyBabies Consortium (2020)",212.095022624434,"6-9 mo",28,-0.117785063634603,0.0715524403679947,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,2.22865048172306,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"weescienceedinburgh, #1",-0.117785063634603,0.0715524403679947,0.267492879097734,-0.642061472787088,0.406491345517881,"Replications","Replications",0.659698320912432,FALSE
"53","MB","weltentdeckerzurich","ManyBabies Consortium (2020)",409.525179856115,"12-15 mo",11,0.909670310974318,0.200625001697003,"swissgerman",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,8.71452949721849,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"weltentdeckerzurich, #1",0.909670310974318,0.200625001697003,0.447911823573572,0.0317792685204585,1.78756135342818,"Replications","Replications",0.0422637379822624,TRUE
"54","MB","wsigoettingen","ManyBabies Consortium (2020)",147.477777777778,"3-6 mo",11,-0.535036864835148,0.188324191971196,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,0.105876340899917,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"wsigoettingen, #1",-0.535036864835148,0.188324191971196,0.433963353258309,-1.38558940783167,0.31551567816137,"Replications","Replications",0.217610111974942,FALSE
"55","MB","wsigoettingen","ManyBabies Consortium (2020)",221.759493670886,"6-9 mo",31,0.287948319308825,0.0651847922144579,"german",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,2.54614296025301,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"wsigoettingen, #2",0.287948319308825,0.0651847922144579,0.255313125817021,-0.212456212072879,0.788352850690529,"Replications","Replications",0.259394175241298,FALSE
"56","MB","wsigoettingen","ManyBabies Consortium (2020)",312.670103092784,"9-12 mo",21,0.445501717228899,0.0976008545244511,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",FALSE,TRUE,5.53269386110378,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"wsigoettingen, #3",0.445501717228899,0.0976008545244511,0.31241135466633,-0.166813286278477,1.05781672073627,"Replications","Replications",0.153865454287675,FALSE
"57","MA","Cooper1990","Cooper & Aslin (1990)",34,"0-3 mo",12,0.72,0.1774666667,"english",1,"typical","a.yes","Cooper1990_1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,12,NA,34,NA,NA,NA,NA,NA,NA,NA,0.583333333,0.583333333,"a.no",TRUE,FALSE,-3.62204014325835,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Cooper1990, #1",0.72,0.1774666667,0.421267927452352,-0.105669965648442,1.54566996564844,"Meta-analysis","Meta-analysis",0.0874275982589832,FALSE
"58","MA","Cooper1990","Cooper & Aslin (1990)",2,"0-3 mo",16,0.72,0.1331,"english",1,"typical","a.yes","Cooper1990_2","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Hospital room","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,16,NA,2,NA,NA,NA,NA,NA,NA,NA,0.4375,0.4375,"a.no",TRUE,FALSE,-4.6732885006828,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Cooper1990, #2",0.72,0.1331,0.364828726939094,0.00494883467377816,1.43505116532622,"Meta-analysis","Meta-analysis",0.0484353465592908,TRUE
"59","MA","Cooper1994","Cooper & Aslin (1994)",35,"0-3 mo",12,-0.04,0.1667,"english",1,"typical","a.yes","Cooper1994_1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"c.filtered","test_only","a.native","yes",NA,NA,NA,12,NA,35,NA,NA,NA,NA,NA,NA,NA,0.666666667,0.666666667,"a.no",TRUE,FALSE,-3.58918863208884,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,"Cooper1994, #1",-0.04,0.1667,0.408289113251872,-0.840231957253464,0.760231957253464,"Meta-analysis","Meta-analysis",0.921956279468137,FALSE
"60","MA","Cooper1994","Cooper & Aslin (1994)",35,"0-3 mo",20,0.27,0.10091125,"english",1,"typical","b.no","Cooper1994_2","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"c.filtered","test_only","a.native","yes",NA,NA,NA,20,NA,35,NA,NA,NA,NA,NA,NA,NA,0.55,0.55,"a.no",TRUE,FALSE,-3.58918863208884,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,"Cooper1994, #2",0.27,0.10091125,0.317665311294765,-0.352612569275444,0.892612569275444,"Meta-analysis","Meta-analysis",0.395352240069449,FALSE
"61","MA","Cooper1994","Cooper & Aslin (1994)",35,"0-3 mo",20,1.24,0.11922,"english",1,"typical","a.yes","Cooper1994_3","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"c.filtered","test_only","a.native","yes",NA,NA,NA,20,NA,35,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,"a.no",TRUE,FALSE,-3.58918863208884,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,"Cooper1994, #3",1.24,0.11922,0.345282493040119,0.563258749149165,1.91674125085084,"Meta-analysis","Meta-analysis",0.000329080231392664,TRUE
"62","MA","Cooper1994","Cooper & Aslin (1994)",35,"0-3 mo",20,-0.28,0.10098,"english",1,"typical","a.yes","Cooper1994_3","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"c.filtered","test_only","a.native","yes",NA,NA,NA,20,NA,35,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,"a.no",TRUE,FALSE,-3.58918863208884,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,"Cooper1994, #4",-0.28,0.10098,0.317773504244769,-0.902824623560832,0.342824623560832,"Meta-analysis","Meta-analysis",0.378247065908813,FALSE
"63","MA","Cooper1997","Cooper et al. (1997)",39,"0-3 mo",20,-0.36,0.10162,"english",1,"typical","a.yes","Cooper1997_1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","child’s mother",1,1,1,"b.naturalistic","test_only","a.native","yes",NA,NA,NA,20,NA,39,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,"b.yes",TRUE,FALSE,-3.45778258741079,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,"Cooper1997, #1",-0.36,0.10162,0.318778920256657,-0.984795202733613,0.264795202733613,"Meta-analysis","Meta-analysis",0.258767378145559,FALSE
"64","MA","Cooper1997","Cooper et al. (1997)",43,"0-3 mo",20,0.45,0.10253125,"english",1,"typical","a.yes","Cooper1997_2","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native","yes",NA,NA,NA,20,NA,43,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,"a.no",TRUE,FALSE,-3.32637654273273,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"Cooper1997, #2",0.45,0.10253125,0.32020501245296,-0.177590292077,1.077590292077,"Meta-analysis","Meta-analysis",0.159917333085893,FALSE
"65","MA","Cooper1997","Cooper et al. (1997)",126,"3-6 mo",23,0.34,0.08821304348,"english",1,"typical","a.yes","Cooper1997_3","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","child’s mother",1,1,1,"b.naturalistic","test_only","a.native","yes",NA,NA,NA,23,NA,126,NA,NA,NA,NA,NA,NA,NA,0.47826087,0.47826087,"b.yes",TRUE,FALSE,-0.599701115663085,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,"Cooper1997, #3",0.34,0.08821304348,0.297006807127379,-0.242122645132897,0.922122645132897,"Meta-analysis","Meta-analysis",0.252310699367118,FALSE
"66","MA","Fernald1985","Fernald (1985)",123,"3-6 mo",48,0.65,0.0438671875,"english",1,"typical","a.yes","Fernald1985","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,48,NA,123,NA,NA,NA,NA,NA,NA,NA,0.4375,0.4375,"a.no",TRUE,FALSE,-0.698255649171626,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,"Fernald1985, #1",0.65,0.0438671875,0.20944495100145,0.239495439293401,1.0605045607066,"Meta-analysis","Meta-analysis",0.0019128451937207,TRUE
"67","MA","Fernald1987","Fernald & Kuhl (1987)",124,"3-6 mo",20,1.54,0.129645,"english",1,"typical","a.yes","Fernald1987_1","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"d.synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,124,NA,NA,NA,NA,NA,NA,NA,0.45,0.45,"a.no",TRUE,FALSE,-0.665404138002113,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #1",1.54,0.129645,0.360062494575594,0.834290478448186,2.24570952155181,"Meta-analysis","Meta-analysis",0.0000189398777781236,TRUE
"68","MA","Fernald1987","Fernald & Kuhl (1987)",122,"3-6 mo",20,0,0.1,"english",1,"typical","a.yes","Fernald1987_2","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"d.synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,122,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,"a.no",TRUE,FALSE,-0.73110716034114,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #2",0,0.1,0.316227766016838,-0.619795032304561,0.619795032304561,"Meta-analysis","Meta-analysis",1,FALSE
"69","MA","Fernald1987","Fernald & Kuhl (1987)",125,"3-6 mo",20,0.8,0.108,"english",1,"typical","a.yes","Fernald1987_3","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"d.synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,125,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,"a.no",TRUE,FALSE,-0.632552626832599,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #3",0.8,0.108,0.3286335345031,0.155890108261824,1.44410989173818,"Meta-analysis","Meta-analysis",0.0149196963058218,TRUE
"70","MA","Glenn1983","Glenn & Cunningham (1983)",372,"9-12 mo",10,2.56,0.36384,"english",0,"non-typical","a.yes","Glenn1983_1_sample2","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Home","child’s mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,10,NA,372,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,"b.yes",TRUE,FALSE,7.48177063203731,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,"Glenn1983, #1",2.56,0.36384,0.603191511876618,1.37776636094157,3.74223363905844,"Meta-analysis","Meta-analysis",0.0000219480738183897,TRUE
"71","MA","Glenn1983","Glenn & Cunningham (1983)",279,"6-9 mo",10,2.39,0.3428025,"english",0,"typical","a.yes","Glenn1983_1_sample1","c.other","a.preference","a.tape recording","behavior",NA,"within_two","Home","child’s mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,10,NA,279,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,"b.yes",TRUE,FALSE,4.42658009327253,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,"Glenn1983, #2",2.39,0.3428025,0.585493381687616,1.24245405870571,3.53754594129429,"Meta-analysis","Meta-analysis",0.0000446445405080098,TRUE
"72","MA","Kaplan1995a","Kaplan et al. (1995a)",124,"3-6 mo",38.5,0.76,0.05643157895,"english",1,"typical","a.yes","Kaplan1995a_1_a","a.cf","a.preference","a.tape recording","eye-tracking",NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,38,39,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",TRUE,FALSE,-0.665404138002113,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Kaplan1995a, #1",0.76,0.05643157895,0.237553318120375,0.294404052076079,1.22559594792392,"Meta-analysis","Meta-analysis",0.0013777044627048,TRUE
"73","MA","Kaplan1995a","Kaplan et al. (1995a)",126,"3-6 mo",26,0.82,0.08338846154,"english",1,"typical","a.yes","Kaplan1995a_2_a","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,26,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",TRUE,FALSE,-0.599701115663085,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Kaplan1995a, #2",0.82,0.08338846154,0.288770603663185,0.254020017026268,1.38597998297373,"Meta-analysis","Meta-analysis",0.00451667058845828,TRUE
"74","MA","Kaplan1995b","Kaplan et al. (1995b)",124,"3-6 mo",15,0.44,0.13656,"english",1,"typical","b.no","Kaplan1995b_1_after_9th_trial","a.cf","a.preference","a.tape recording","eye-tracking",NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,"a.no",TRUE,FALSE,-0.665404138002113,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #1",0.44,0.13656,0.369540254911424,-0.284285590464141,1.16428559046414,"Meta-analysis","Meta-analysis",0.233783685944199,FALSE
"75","MA","Kaplan1995b","Kaplan et al. (1995b)",124,"3-6 mo",15,0.88,0.14624,"english",1,"typical","b.no","Kaplan1995b_1_after_10th_trial","a.cf","a.preference","a.tape recording","eye-tracking",NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,"a.no",TRUE,FALSE,-0.665404138002113,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #2",0.88,0.14624,0.382413388886948,0.130483530575673,1.62951646942433,"Meta-analysis","Meta-analysis",0.021381760622466,TRUE
"76","MA","Kaplan1995b","Kaplan et al. (1995b)",121,"3-6 mo",20,0.14,0.100245,"english",1,"typical","b.no","Kaplan1995b_2_after_9th_trial","a.cf","a.preference","a.tape recording","eye-tracking",NA,"between","Laboratory","unfamiliar female",0,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,0.55,"a.no",TRUE,FALSE,-0.763958671510654,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #3",0.14,0.100245,0.316614908050774,-0.480553816747977,0.760553816747977,"Meta-analysis","Meta-analysis",0.658360740150062,FALSE
"77","MA","Kaplan1995b","Kaplan et al. (1995b)",121,"3-6 mo",20,0.36,0.10162,"english",1,"typical","b.no","Kaplan1995b_2_after_10th_trial","a.cf","a.preference","a.tape recording","eye-tracking",NA,"between","Laboratory","unfamiliar female",0,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,0.55,"a.no",TRUE,FALSE,-0.763958671510654,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #4",0.36,0.10162,0.318778920256657,-0.264795202733613,0.984795202733613,"Meta-analysis","Meta-analysis",0.258767378145559,FALSE
"78","MA","Pegg1989","Pegg et al. (1989)",49,"0-3 mo",48,0.56,0.0433,"english",1,"typical","a.yes","Pegg1989","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",TRUE,FALSE,-3.12926747571565,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Pegg1989, #1",0.56,0.0433,0.208086520466848,0.152157914216721,0.967842085783279,"Meta-analysis","Meta-analysis",0.00711980055929762,TRUE
"79","MA","Pegg1989","Pegg et al. (1989)",49,"0-3 mo",48,1.15,0.0485546875,"english",1,"typical","a.yes","Pegg1989","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar male",0,0,0,"a.simulated","test_only","a.native","yes",NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",TRUE,FALSE,-3.12926747571565,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Pegg1989, #2",1.15,0.0485546875,0.220351282047552,0.71811942323957,1.58188057676043,"Meta-analysis","Meta-analysis",0.000000179950571110865,TRUE
"80","MA","Pegg1992","Pegg et al. (1992)",49,"0-3 mo",48,0.46,0.04276875,"english",1,"typical","a.yes","Pegg1992_2_femaleVoice","a.cf","a.preference","a.tape recording","eye-tracking",NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,48,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.no",TRUE,FALSE,-3.12926747571565,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,"Pegg1992, #1",0.46,0.04276875,0.206806068576336,0.0546675538060618,0.865332446193938,"Meta-analysis","Meta-analysis",0.0261278565302256,TRUE
