"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","es_method","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered/synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm","pvalSignif","reportedSignif"
"38","MB","callab",NA,"ManyBabies Consortium (2020)",336.170731707317,"9-12 mo",15,0.0596229267452939,0.133392581556561,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,6.30472502452473,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"callab, #1",0.0596229267452939,0.133392581556561,0.365229491630346,-0.656213722942058,0.775459576432646,"Replications","Replications",0.870323298071365,FALSE,0,NA
"39","MB","cdcceu",NA,"ManyBabies Consortium (2020)",398.907216494845,"12-15 mo",13,0.813983399153129,0.166587864886479,"hungarian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.36571335525825,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cdcceu, #1",0.813983399153129,0.166587864886479,0.408151766977038,0.0140206356517499,1.61394616265451,"Replications","Replications",0.0461175853514475,TRUE,1,NA
"40","MB","cdcceu",NA,"ManyBabies Consortium (2020)",146,"3-6 mo",12,-0.30069119894959,0.168550316606786,"hungarian",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.0573291077271909,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cdcceu, #2",-0.30069119894959,0.168550316606786,0.41054879930014,-1.10535205947403,0.503969661574846,"Replications","Replications",0.463916643554572,FALSE,0,NA
"41","MB","childlabmanchester",NA,"ManyBabies Consortium (2020)",241.057142857143,"6-9 mo",11,-0.305447674007374,0.183938597308103,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.18009989804069,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"childlabmanchester, #1",-0.305447674007374,0.183938597308103,0.428880632936605,-1.14603826822986,0.535142920215114,"Replications","Replications",0.476342543408506,FALSE,0,NA
"42","MB","chosunbaby",NA,"ManyBabies Consortium (2020)",403.745173745174,"12-15 mo",30,0.660348879615367,0.0703005053567439,"korean",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.52464756190504,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"chosunbaby, #1",0.660348879615367,0.0703005053567439,0.265142424664074,0.140679276500159,1.18001848273058,"Replications","Replications",0.0127547695354493,TRUE,1,NA
"43","MB","chosunbaby",NA,"ManyBabies Consortium (2020)",227.796680497925,"6-9 mo",28,0.175314893633813,0.0717029938565164,"korean",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.74447367073394,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"chosunbaby, #2",0.175314893633813,0.0717029938565164,0.267774147102584,-0.349512790678182,0.700142577945809,"Replications","Replications",0.512653326981152,FALSE,0,NA
"44","MB","chosunbaby",NA,"ManyBabies Consortium (2020)",296.674698795181,"9-12 mo",19,0.553036017628602,0.109287484694665,"korean",0,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.0072206581602,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"chosunbaby, #3",0.553036017628602,0.109287484694665,0.330586576700665,-0.0949017664770887,1.20097380173429,"Replications","Replications",0.0943483337492064,FALSE,0,NA
"45","MB","cogdevlabbyu",NA,"ManyBabies Consortium (2020)",136.936170212766,"3-6 mo",18,-0.209185165573892,0.111718867131891,"english",1,"non-typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.240431397766701,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cogdevlabbyu, #1",-0.209185165573892,0.111718867131891,0.334243724147352,-0.864290826961244,0.445920495813459,"Replications","Replications",0.531415823528225,FALSE,0,NA
"46","MB","cogdevlabbyu",NA,"ManyBabies Consortium (2020)",194.235294117647,"6-9 mo",10,0.0240859467300858,0.200014503320747,"english",1,"non-typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.64193141119786,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cogdevlabbyu, #2",0.0240859467300858,0.200014503320747,0.447229810411546,-0.85246837448922,0.900640267949392,"Replications","Replications",0.957050003013744,FALSE,0,NA
"47","MB","dcnlabtennessee",NA,"ManyBabies Consortium (2020)",404.604166666667,"12-15 mo",13,0.537298205539068,0.159397872339914,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.55286677746,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"dcnlabtennessee, #1",0.537298205539068,0.159397872339914,0.39924663096877,-0.245210812108675,1.31980722318681,"Replications","Replications",0.178373417077266,FALSE,0,NA
"48","MB","earlysocogfm",NA,"ManyBabies Consortium (2020)",226.491379310345,"6-9 mo",13,-0.210580615931752,0.154698926842427,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.70159255419055,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"earlysocogfm, #1",-0.210580615931752,0.154698926842427,0.393317844551232,-0.98146942572909,0.560308193865585,"Replications","Replications",0.592376380281848,FALSE,0,NA
"49","MB","earlysocogfm",NA,"ManyBabies Consortium (2020)",315.396551724138,"9-12 mo",12,0.508800297860568,0.172059952981313,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.62226181876983,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"earlysocogfm, #2",0.508800297860568,0.172059952981313,0.41480110050639,-0.304194919879536,1.32179551560067,"Replications","Replications",0.219968193562171,FALSE,0,NA
"50","MB","escompicbsleipzig",NA,"ManyBabies Consortium (2020)",155.71875,"3-6 mo",13,0.14265281736142,0.154237496659638,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.376604731905902,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"escompicbsleipzig, #1",0.14265281736142,0.154237496659638,0.392730819594844,-0.627085444663371,0.91239107938621,"Replications","Replications",0.716430793388044,FALSE,0,NA
"51","MB","ethosrennes",NA,"ManyBabies Consortium (2020)",145.642487046632,"3-6 mo",46,-0.219627546289708,0.0437404144515719,"french",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.0455842669463786,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"ethosrennes, #1",-0.219627546289708,0.0437404144515719,0.209142091534851,-0.629538513349394,0.190283420769979,"Replications","Replications",0.293655794011612,FALSE,0,NA
"52","MB","ethosrennes",NA,"ManyBabies Consortium (2020)",235.805486284289,"6-9 mo",41,0.10170560333879,0.0488435611570153,"french",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.00757504347914,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"ethosrennes, #2",0.10170560333879,0.0488435611570153,0.221005794396924,-0.331457794053844,0.534869000731425,"Replications","Replications",0.64537677336441,FALSE,0,NA
"53","MB","icclbc",NA,"ManyBabies Consortium (2020)",231.663043478261,"6-9 mo",13,0.181447624447364,0.154479293084954,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.87148953736782,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"icclbc, #1",0.181447624447364,0.154479293084954,0.393038538930922,-0.588893756393487,0.951789005288214,"Replications","Replications",0.644329808750644,FALSE,0,NA
"54","MB","infantcoglablouisville",NA,"ManyBabies Consortium (2020)",325.433242506812,"9-12 mo",34,0.0231857985348553,0.0588274822151007,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.9519822781218,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"infantcoglablouisville, #1",0.0231857985348553,0.0588274822151007,0.242543773812276,-0.452191262811636,0.498562859881346,"Replications","Replications",0.923842804663625,FALSE,0,NA
"55","MB","infantcogubc",NA,"ManyBabies Consortium (2020)",140.853448275862,"3-6 mo",28,0.335320419881451,0.0724324980713346,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.111742893722807,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"infantcogubc, #1",0.335320419881451,0.0724324980713346,0.269132863231777,-0.192170299108977,0.862811138871878,"Replications","Replications",0.212790488594975,FALSE,0,NA
"56","MB","infantcogubc",NA,"ManyBabies Consortium (2020)",226.446428571429,"6-9 mo",10,-0.11125073718057,0.20030941816308,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.70011585448897,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"infantcogubc, #2",-0.11125073718057,0.20030941816308,0.447559401826261,-0.988451045702332,0.765949571341191,"Replications","Replications",0.80369186686677,FALSE,0,NA
"57","MB","infantlanglabutk",NA,"ManyBabies Consortium (2020)",417.04347826087,"12-15 mo",33,0.546365295732077,0.062867538154397,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.96151696123802,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantlanglabutk, #1",0.546365295732077,0.062867538154397,0.250733998800316,0.0549356883837479,1.03779490308041,"Replications","Replications",0.0293269540266461,TRUE,1,NA
"58","MB","infantlanglabutk",NA,"ManyBabies Consortium (2020)",226.684210526316,"6-9 mo",32,0.542721695861012,0.0648011471809238,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.70792735103586,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantlanglabutk, #2",0.542721695861012,0.0648011471809238,0.254560694493325,0.0437919027745917,1.04165148894743,"Replications","Replications",0.0330073971103391,TRUE,1,NA
"59","MB","infantllmadison",NA,"ManyBabies Consortium (2020)",409.570850202429,"12-15 mo",28,1.04794647562645,0.0812338554980169,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.71602983711054,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantllmadison, #1",1.04794647562645,0.0812338554980169,0.285015535538007,0.48932629093756,1.60656666031534,"Replications","Replications",0.000236173666047668,TRUE,1,NA
"60","MB","infantllmadison",NA,"ManyBabies Consortium (2020)",223.486055776892,"6-9 mo",31,0.314589084237083,0.0653142442896865,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.60286313456334,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantllmadison, #2",0.314589084237083,0.0653142442896865,0.25556651637037,-0.186312083503207,0.815490251977374,"Replications","Replications",0.218342325086363,FALSE,0,NA
"61","MB","infantllmadison",NA,"ManyBabies Consortium (2020)",315.685393258427,"9-12 mo",31,0.931768067846775,0.0715176752601525,"english",1,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.63175069965975,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantllmadison, #3",0.931768067846775,0.0715176752601525,0.267427887962629,0.40761903897841,1.45591709671514,"Replications","Replications",0.000493639309725902,TRUE,1,NA
"62","MB","infantstudiesubc",NA,"ManyBabies Consortium (2020)",228.663316582915,"6-9 mo",20,0.522670334442159,0.103414803481323,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.77294397575986,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"infantstudiesubc, #1",0.522670334442159,0.103414803481323,0.321581721310966,-0.10761825741373,1.15295892629805,"Replications","Replications",0.104096291951754,FALSE,0,NA
"63","MB","irlconcordia",NA,"ManyBabies Consortium (2020)",394.598290598291,"12-15 mo",16,1.039818079937,0.14189408811506,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.22415862803897,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"irlconcordia, #1",1.039818079937,0.14189408811506,0.376688316934651,0.301522545348073,1.77811361452592,"Replications","Replications",0.00577270398928031,TRUE,1,NA
"64","MB","irlconcordia",NA,"ManyBabies Consortium (2020)",219.742857142857,"6-9 mo",16,-0.104817540119644,0.125171667448699,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.47989340282762,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"irlconcordia, #2",-0.104817540119644,0.125171667448699,0.353796081731693,-0.798245118185152,0.588610037945864,"Replications","Replications",0.76702740197249,FALSE,0,NA
"65","MB","islnotredame",NA,"ManyBabies Consortium (2020)",411.395348837209,"12-15 mo",28,0.512735957221624,0.0737758764448926,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.77596737438978,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"islnotredame, #1",0.512735957221624,0.0737758764448926,0.271617150498441,-0.0196238753387156,1.04509578978196,"Replications","Replications",0.0590641285863616,FALSE,0,NA
"66","MB","isplabmcgill",NA,"ManyBabies Consortium (2020)",414.5375,"12-15 mo",11,1.28884901923145,0.219571177144861,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.8791917884105,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"isplabmcgill, #1",1.28884901923145,0.219571177144861,0.468584226308207,0.370440811943802,2.20725722651911,"Replications","Replications",0.00595012502682524,TRUE,1,NA
"67","MB","kokuhamburg",NA,"ManyBabies Consortium (2020)",224.080459770115,"6-9 mo",13,-0.289571265296287,0.155458683032409,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.6223902039859,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"kokuhamburg, #1",-0.289571265296287,0.155458683032409,0.394282491409915,-1.06235074819444,0.483208217601868,"Replications","Replications",0.462689219217057,FALSE,0,NA
"68","MB","kyotobabylab",NA,"ManyBabies Consortium (2020)",222.416666666667,"6-9 mo",10,-0.366800913782895,0.203363572758799,"japanese",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.5677320862642,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"kyotobabylab, #1",-0.366800913782895,0.203363572758799,0.450958504475522,-1.25066334107696,0.517061513511172,"Replications","Replications",0.4159998597535,FALSE,0,NA
"69","MB","kyotobabylab",NA,"ManyBabies Consortium (2020)",299.095541401274,"9-12 mo",14,0.256398579030209,0.144031075559441,"japanese",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.0867489960739,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"kyotobabylab, #2",0.256398579030209,0.144031075559441,0.37951426265615,-0.487435707395119,1.00023286545554,"Replications","Replications",0.499296744685699,FALSE,0,NA
"70","MB","labunam",NA,"ManyBabies Consortium (2020)",404.900826446281,"12-15 mo",11,0.242257466660463,0.183152015458017,"spanish",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.56261249952354,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"labunam, #1",0.242257466660463,0.183152015458017,0.4279626332497,-0.596533881237872,1.0810488145588,"Replications","Replications",0.571345149554321,FALSE,0,NA
"71","MB","labunam",NA,"ManyBabies Consortium (2020)",221.965753424658,"6-9 mo",14,0.417789260831292,0.145974069044035,"spanish",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.55291890485786,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"labunam, #2",0.417789260831292,0.145974069044035,0.382065529777334,-0.331045417266499,1.16662393892908,"Replications","Replications",0.274173635251543,FALSE,0,NA
"72","MB","lancaster",NA,"ManyBabies Consortium (2020)",409,"12-15 mo",20,0.0275128355961748,0.100009461951532,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.69727654530932,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"lancaster, #1",0.0275128355961748,0.100009461951532,0.316242726321937,-0.592311518367579,0.647337189559929,"Replications","Replications",0.930672219889874,FALSE,0,NA
"73","MB","lancaster",NA,"ManyBabies Consortium (2020)",225.314814814815,"6-9 mo",19,0.227176945071537,0.105942228478579,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.662940632524,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"lancaster, #2",0.227176945071537,0.105942228478579,0.325487677921268,-0.410767181065722,0.865121071208796,"Replications","Replications",0.48520304474612,FALSE,0,NA
"74","MB","langlabucla",NA,"ManyBabies Consortium (2020)",155.128205128205,"3-6 mo",29,0.425332860957199,0.0705250693328451,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.357204440454036,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"langlabucla, #1",0.425332860957199,0.0705250693328451,0.265565565035916,-0.0951660820472252,0.945831803961623,"Replications","Replications",0.109241547867086,FALSE,0,NA
"75","MB","langlabucla",NA,"ManyBabies Consortium (2020)",324.238738738739,"9-12 mo",29,0.631845595069478,0.0724071453104198,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.91274102424292,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"langlabucla, #2",0.631845595069478,0.0724071453104198,0.26908575828241,0.104447200083303,1.15924399005565,"Replications","Replications",0.0188684517683251,TRUE,1,NA
