"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","es_method","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered/synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm"
"39","MB","langlabucla",NA,"ManyBabies Consortium (2020)",155.128205128205,"3-6 mo",26,0.408372863942367,0.0785266191923509,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.357204440454036,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"langlabucla, #1",0.408372863942367,0.0785266191923509,0.280226014481794,-0.140860031973149,0.957605759857884,"Replications","Replications",0.145034086010756,FALSE
"40","MB","langlabucla",NA,"ManyBabies Consortium (2020)",324.238738738739,"9-12 mo",24,0.747520646092089,0.0891540324618118,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.91274102424292,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"langlabucla, #2",0.747520646092089,0.0891540324618118,0.298586725193555,0.162301418450962,1.33273987373322,"Replications","Replications",0.0122961462672908,TRUE
"41","MB","musdevutm",NA,"ManyBabies Consortium (2020)",226.728888888889,"6-9 mo",27,0.28618274528561,0.0748324126268445,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.70939510276296,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"musdevutm, #1",0.28618274528561,0.0748324126268445,0.273555136356173,-0.249975469758432,0.822340960329653,"Replications","Replications",0.295486654551167,FALSE
"42","MB","pocdnorthwestern",NA,"ManyBabies Consortium (2020)",408.590277777778,"12-15 mo",11,0.589354902372931,0.189712254567068,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.68381655114959,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"pocdnorthwestern, #1",0.589354902372931,0.189712254567068,0.4355597026437,-0.264326427925696,1.44303623267156,"Replications","Replications",0.176024368634122,FALSE
"43","MB","purdueinfantspeech",NA,"ManyBabies Consortium (2020)",393.502183406114,"12-15 mo",15,0.749714788510321,0.142701204401851,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.18814985037218,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"purdueinfantspeech, #1",0.749714788510321,0.142701204401851,0.377758129498031,0.009322459826962,1.49010711719368,"Replications","Replications",0.0471842750726748,TRUE
"44","MB","purdueinfantspeech",NA,"ManyBabies Consortium (2020)",312.288372093023,"9-12 mo",19,0.787723451805797,0.113427739954274,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.52015342090141,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"purdueinfantspeech, #2",0.787723451805797,0.113427739954274,0.33679035015017,0.12762649517083,1.44782040844076,"Replications","Replications",0.0193399175628757,TRUE
"45","MB","trainorlab",NA,"ManyBabies Consortium (2020)",243.005076142132,"6-9 mo",20,0.42642244366332,0.102272951255747,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.24409245010998,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"trainorlab, #1",0.42642244366332,0.102272951255747,0.319801424724387,-0.200376831001075,1.05322171832771,"Replications","Replications",0.18240136835282,FALSE
"46","MB","udssaarland",NA,"ManyBabies Consortium (2020)",407.509933774834,"12-15 mo",13,0.186847034642841,0.154517534891439,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.64832561806998,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"udssaarland, #1",0.186847034642841,0.154517534891439,0.393087184847635,-0.583589690442763,0.957283759728444,"Replications","Replications",0.634550142120819,FALSE
"47","MB","udssaarland",NA,"ManyBabies Consortium (2020)",237.61052631579,"6-9 mo",10,0.000512870897139893,0.200000006575914,"german",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.06687333623539,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"udssaarland, #2",0.000512870897139893,0.200000006575914,0.447213602852053,-0.876009684089283,0.877035425883563,"Replications","Replications",0.999084974879554,FALSE
"48","MB","udssaarland",NA,"ManyBabies Consortium (2020)",315.581560283688,"9-12 mo",12,0.251197226398157,0.167981250969794,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.62833962953034,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"udssaarland, #3",0.251197226398157,0.167981250969794,0.409855158525295,-0.552104123189375,1.05449857598569,"Replications","Replications",0.539947303873296,FALSE
"49","MB","unlvmusiclab",NA,"ManyBabies Consortium (2020)",139.892857142857,"3-6 mo",16,0.986524247150975,0.140206720159637,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.143299764058053,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"unlvmusiclab, #1",0.986524247150975,0.140206720159637,0.374441878212944,0.252631651550072,1.72041684275188,"Replications","Replications",0.0084223449183598,TRUE
"50","MB","weescienceedinburgh",NA,"ManyBabies Consortium (2020)",213.714285714286,"6-9 mo",28,-0.117785063634603,0.0715524403679947,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.2818457212057,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"weescienceedinburgh, #1",-0.117785063634603,0.0715524403679947,0.267492879097734,-0.642061472787088,0.406491345517881,"Replications","Replications",0.659698320912432,FALSE
"51","MB","weltentdeckerzurich",NA,"ManyBabies Consortium (2020)",413.963768115942,"12-15 mo",11,0.909670310974318,0.200625001697003,"swissgerman",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.86034382901306,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"weltentdeckerzurich, #1",0.909670310974318,0.200625001697003,0.447911823573572,0.0317792685204584,1.78756135342818,"Replications","Replications",0.0422637379822624,TRUE
"52","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",147.295918367347,"3-6 mo",11,-0.535036864835148,0.188324191971196,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.0999019844468663,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #1",-0.535036864835148,0.188324191971196,0.433963353258309,-1.38558940783167,0.31551567816137,"Replications","Replications",0.217610111974942,FALSE
"53","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",222.177165354331,"6-9 mo",31,0.287948319308825,0.0651847922144579,"german",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.55986410622689,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #2",0.287948319308825,0.0651847922144579,0.255313125817021,-0.212456212072879,0.788352850690529,"Replications","Replications",0.259394175241298,FALSE
"54","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",311.646616541353,"9-12 mo",21,0.445501717228899,0.0976008545244512,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.49907078122763,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #3",0.445501717228899,0.0976008545244512,0.31241135466633,-0.166813286278477,1.05781672073627,"Replications","Replications",0.153865454287675,FALSE
"55","MB","babylabbrookes",NA,"ManyBabies Consortium (2020)",360.5,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","4","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,7.1039782535879,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabbrookes, #4",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"56","MB","babylabkingswood",NA,"ManyBabies Consortium (2020)",408.668918918919,"12-15 mo",NA,NA,NA,"english",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.68640003147617,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabkingswood, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"57","MB","babylabkingswood",NA,"ManyBabies Consortium (2020)",274,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.26232253742496,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabkingswood, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"58","MB","babylablangessex",NA,"ManyBabies Consortium (2020)",400.544117647059,"12-15 mo",NA,NA,NA,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.41948803174358,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablangessex, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"59","MB","babylablangessex",NA,"ManyBabies Consortium (2020)",222.017699115044,"6-9 mo",NA,NA,NA,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.55462539928581,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablangessex, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"60","MB","babylablangessex",NA,"ManyBabies Consortium (2020)",305.042553191489,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.2821173203254,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablangessex, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"61","MB","babylableiden",NA,"ManyBabies Consortium (2020)",320.288,"9-12 mo",NA,NA,NA,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.78295328643941,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylableiden, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"62","MB","babylablmu",NA,"ManyBabies Consortium (2020)",324.12101910828,"9-12 mo",NA,NA,NA,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.90887375648804,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablmu, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"63","MB","babylablmu",NA,"ManyBabies Consortium (2020)",413.454545454545,"12-15 mo",NA,NA,NA,"german",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.84361509506443,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablmu, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"64","MB","babylablmu",NA,"ManyBabies Consortium (2020)",263,"6-9 mo",NA,NA,NA,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.9009559145603,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablmu, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"65","MB","babylabparisdescartes1",NA,"ManyBabies Consortium (2020)",403.807407407407,"12-15 mo",NA,NA,NA,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.52669203175503,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabparisdescartes1, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"66","MB","babylabplymouth",NA,"ManyBabies Consortium (2020)",377.716666666667,"12-15 mo",NA,NA,NA,"english",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,7.6695717708897,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabplymouth, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"67","MB","babylabpotsdam",NA,"ManyBabies Consortium (2020)",249,"6-9 mo",NA,NA,NA,"german",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.44103475818711,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabpotsdam, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"68","MB","babylabprinceton",NA,"ManyBabies Consortium (2020)",157.446153846154,"3-6 mo",NA,NA,NA,"english",1,"non-typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.433352558652087,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabprinceton, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"69","MB","babylabprinceton",NA,"ManyBabies Consortium (2020)",183,"6-9 mo",NA,NA,NA,"english",1,"non-typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.2728350209992,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabprinceton, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"70","MB","babylabprinceton",NA,"ManyBabies Consortium (2020)",414.589473684211,"12-15 mo",NA,NA,NA,"english",1,"non-typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.88089920247787,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabprinceton, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"71","MB","babylabshimane",NA,"ManyBabies Consortium (2020)",148.845528455285,"3-6 mo",NA,NA,NA,"japanese",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.150809017559141,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabshimane, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"72","MB","babylabshimane",NA,"ManyBabies Consortium (2020)",274,"9-12 mo",NA,NA,NA,"japanese",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.26232253742496,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabshimane, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"73","MB","babylabumassb",NA,"ManyBabies Consortium (2020)",223.736363636364,"6-9 mo",NA,NA,NA,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.61108612600458,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabumassb, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"74","MB","babylabumassb",NA,"ManyBabies Consortium (2020)",331.662337662338,"9-12 mo",NA,NA,NA,"english",1,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,6.15661746719952,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabumassb, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"75","MB","babylabumassb",NA,"ManyBabies Consortium (2020)",425.811320754717,"12-15 mo",NA,NA,NA,"english",1,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,9.24955383685718,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabumassb, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"76","MB","babylabvuw",NA,"ManyBabies Consortium (2020)",278,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.39372858210301,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabvuw, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"77","MB","babylabvuw",NA,"ManyBabies Consortium (2020)",107,"3-6 mo",NA,NA,NA,"english",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.22387982788385,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabvuw, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"78","MB","babylingoslo",NA,"ManyBabies Consortium (2020)",228.044368600683,"6-9 mo",NA,NA,NA,"norwegian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.75261059920822,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylingoslo, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"79","MB","bchdosu",NA,"ManyBabies Consortium (2020)",323.115384615385,"9-12 mo",NA,NA,NA,"english",1,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.87583714371223,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"bchdosu, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"80","MB","bchdosu",NA,"ManyBabies Consortium (2020)",410.759398496241,"12-15 mo",NA,NA,NA,"english",1,"typical","a.yes","4","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,8.75507544466019,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"bchdosu, #4",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
