"","x","y","r"
"443","study_type_MA","native_lang_german",-0.224409697273126
"444","study_type_MB","native_lang_cantonese",-0.231713778545397
"445","test_lang_a.native","main_question_ids_preference_a.yes",-0.232863376495052
"446","native_lang_english","mean_agec_mos",-0.238155730595804
"447","test_lang_a.native","native_lang_french",-0.241472644208148
"448","speech_type_a.simulated","presentation_a.tape recording",-0.241858744257703
"449","test_lang_a.native","mean_agec_mos",-0.252099714060588
"450","native_lang_english","native_lang_japanese",-0.257883628469944
"451","native_lang_cantonese","native_lang_english",-0.257883628469946
"452","test_lang_c.artificial","speech_type_b.naturalistic",-0.25967012040004
"453","native_lang_dutch","method_a.cf",-0.259937622455016
"454","native_lang_dutch","native_lang_english",-0.289295084976649
"455","method_a.cf","method_c.other",-0.309661768642666
"456","study_type_MB","speech_type_c.filtered/synthesized",-0.309661768642666
"457","study_type_MB","method_c.other",-0.309661768642666
"458","study_type_MB","dependent_measure_b.affect",-0.309661768642667
"459","study_type_MA","dependent_measure_a.preference",-0.309661768642667
"460","native_lang_english","native_lang_french",-0.317982975238839
"461","study_type_MB","native_lang_english",-0.326734800245413
"462","speech_type_c.filtered/synthesized","mean_agec_mos",-0.329045170340304
"463","native_lang_english","speech_type_b.naturalistic",-0.346023908831193
"464","native_lang_cantonese","dependent_measure_a.preference",-0.356201888898955
"465","test_lang_a.native","speech_type_b.naturalistic",-0.360809267575426
"466","test_lang_a.native","native_lang_german",-0.37932162090544
"467","test_lang_b.nonnative","speech_type_a.simulated",-0.380152770649193
"468","study_type_MA","main_question_ids_preference_a.yes",-0.393610946830483
"469","study_type_MB","test_lang_a.native",-0.394405318873309
"470","speech_type_b.naturalistic","speech_type_c.filtered/synthesized",-0.402049543733654
"471","speech_type_a.simulated","mean_agec_mos",-0.427769349965876
"472","study_type_MA","test_lang_b.nonnative",-0.454369467397654
"473","study_type_MA","presentation_a.tape recording",-0.466252404120157
"474","study_type_MB","presentation_b.video recording",-0.466252404120158
"475","native_lang_cantonese","presentation_a.tape recording",-0.496970689046962
"476","native_lang_english","native_lang_german",-0.499509242479488
"477","speech_type_b.naturalistic","main_question_ids_preference_b.no",-0.511045009771226
"478","speech_type_a.simulated","main_question_ids_preference_a.yes",-0.522632808127243
"479","presentation_a.tape recording","dependent_measure_b.affect",-0.558958963562919
"480","presentation_b.video recording","dependent_measure_a.preference",-0.558958963562919
"481","study_type_MA","mean_agec_mos",-0.60488898097776
"482","study_type_MB","speech_type_a.simulated",-0.669328021227262
"483","test_lang_b.nonnative","native_lang_english",-0.672701749666532
"484","study_type_MA","speech_type_b.naturalistic",-0.770207984237409
"485","speech_type_a.simulated","speech_type_b.naturalistic",-0.869022439296017
"486","method_a.cf","method_b.hpp",-0.898520700674886
"487","test_lang_a.native","test_lang_b.nonnative",-0.960030721474637
"488","own_mother_a.no","own_mother_b.yes",-1
"489","study_type_MA","study_type_MB",-1
"490","study_type_MA","study_type_MA",NA
